"id","obs","plant","GrowthTemp","temp","Tleaf","T.in.K","Press","CO2S","CaPa","CiPa","Ci.Ca","CL","Photo","Cond","E","Rlight","gbl","CndCO2","e","Dobs"
"14C_35_plant12_145",145,"plant12","14C",35,34.791877746582,307.941877746582,91.6947631835938,379.246185302734,34.7748891496155,16.1438050488611,0.46423742659262,33.9292172872908,41.535379689463,0.328416311079955,0.00630871130226223,4.16994159992234,6.16994658854791,0.21304141260349,2.83786813916918,4.99607427746899
"14C_35_plant12_146",146,"plant12","14C",35,34.9197120666504,308.06971206665,91.6909484863281,380.059906005859,34.848053263302,16.9624634971455,0.486754980801425,33.9944795093641,41.9245138033475,0.345067038714699,0.00645307432869166,4.16994159992234,6.16984160101002,0.224273677621683,2.94869289961962,4.67038559888746
"14C_35_plant12_147",147,"plant12","14C",35,35.0689353942871,308.218935394287,91.6888961791992,379.617828369141,34.8067396531112,16.775646246544,0.481965458808624,33.9522226582241,41.9729885461318,0.342753497401918,0.00648498061810233,4.16994159992234,6.17001897757982,0.222710419439777,3.41733215824071,4.29812519341244
"14C_35_plant12_148",148,"plant12","14C",35,35.0635833740234,308.213583374023,91.687255859375,378.407012939453,34.6951006143615,16.070720752223,0.46319856313,33.8350321145939,42.246096970781,0.333857990236476,0.0064064500746164,4.16994159992234,6.16997055839311,0.216707513588992,2.85250742290771,4.92230652265998
"14C_35_plant12_149",149,"plant12","14C",35,35.0605506896973,308.210550689697,91.684944152832,379.034912109375,34.7517947487216,16.2893101267505,0.468732917091993,33.8824976892737,42.7017461177518,0.340136963546332,0.00642845011030487,4.16994159992234,6.17015416848844,0.220943436904127,3.16974993497274,4.45912385012996
"14C_35_plant12_150",150,"plant12","14C",35,35.0375823974609,308.187582397461,91.6850433349609,380.82080078125,34.9155716224834,18.922468155907,0.541949258643156,34.0322314727472,43.3919643370504,0.397745434723773,0.00673692055286052,4.16994159992234,6.17021649088769,0.26009619944492,3.04769642843399,4.67682366124064
"14C_35_plant13_172",172,"plant13","14C",35,34.9986228942871,308.148622894287,91.797248840332,379.266387939453,34.8156109904519,21.8369793463871,0.627218041710537,33.9917371332611,39.3469187919963,0.448669690823745,0.00641239600350561,4.16994159992234,6.00620622146927,0.292294166397436,3.54832320896808,4.38580420712749
"14C_35_plant13_173",173,"plant13","14C",35,34.6922721862793,307.842272186279,91.7957153320312,379.804779052734,34.8644513796698,22.2163582297908,0.637220932802219,34.0652505405251,38.1675528739353,0.446986132742382,0.00626790688159527,4.16994159992234,6.00594515958087,0.291151114604997,3.33842575528076,4.74728533565662
"14C_35_plant13_174",174,"plant13","14C",35,35.143611907959,308.293611907959,91.7964859008789,379.242431640625,34.8131225291137,21.1333418289631,0.607051028280774,34.0071350557502,38.4937622422486,0.417601308488752,0.00633342504243573,4.16994159992234,6.00632310180831,0.271258622742549,3.28143825582517,4.81679841180794
"14C_35_plant13_175",175,"plant13","14C",35,34.6228103637695,307.77281036377,91.7947769165039,379.458099365234,34.8322715803923,22.2124054514558,0.637696149106725,34.0247305843873,38.5668644166185,0.452116902110455,0.00624168458142242,4.16994159992234,6.00604096165889,0.29463578440882,3.60776451850172,4.39800349676794
"14C_35_plant13_176",176,"plant13","14C",35,34.7344970703125,307.884497070312,91.7927551269531,380.113739013672,34.8916873656725,23.1464961493518,0.663381392443747,34.0824723658556,38.6493278538555,0.486177121819262,0.00639345042577121,4.16994159992234,6.00629962987465,0.317854374893037,3.34269191021249,4.63636037919085
"14C_35_plant13_177",177,"plant13","14C",35,34.8511199951172,308.001119995117,91.795524597168,380.229675292969,34.9033825109289,21.9312749975182,0.62834239606007,34.0917608205497,38.7619678513385,0.442423998080175,0.00628178181470496,4.16994159992234,6.00612335186312,0.288055478144929,3.51110406040979,4.45323714849111
"14C_35_plant13_178",178,"plant13","14C",35,35.1417503356934,308.291750335693,91.7914352416992,380.472320556641,34.9241003736339,20.4307552273452,0.585004481397309,34.1110029351663,38.8314892841326,0.397626552552596,0.00621348938572296,4.16994159992234,6.00570757267792,0.25779911401492,3.46012964691857,4.46061511779049
